bathrooms,bedrooms,price,sizeMin,furnishing,price_per_m2,region
1,0,288000,30,1,9600,Barsha Heights (Tecom)
3,4,816000,240,0,3400,Dubai South (Dubai World Central)
1,0,312000,46,0,6782,Saadiyat Island
3,2,816000,119,1,6857,Jumeirah
2,1,192000,61,0,3147,Jumeirah Lake Towers
1,1,288000,73,0,3945,Dubai Sports City
2,2,184800,104,0,1776,Al Reef
6,5,2136000,814,1,2624,Falcon City of Wonders
6,5,2856000,1169,0,2443,The Villa
1,0,120000,31,1,3870,Al Furjan
2,2,720000,92,1,7826,Downtown Dubai
2,2,204000,101,0,2019,Dubai Land
1,1,144000,78,0,1846,Dubai Land
2,2,696000,93,1,7483,Downtown Dubai
7,6,960000,432,0,2222,Damac Hills 2
1,0,108000,36,0,3000,Dubai South (Dubai World Central)
1,1,480000,90,1,5333,Downtown Dubai
6,5,864000,228,0,3789,Damac Hills 2
3,3,861600,199,0,4329,Tilal Al Ghaf
5,4,2520000,546,0,4615,Deira
3,2,180000,90,0,2000,Dubai Production City (IMPZ)
5,3,840000,271,0,3099,Dubai South (Dubai World Central)
3,2,672000,171,1,3929,Business Bay
4,3,576000,153,0,3764,Dubai Land
6,4,4440000,501,0,8862,Jumeirah Islands
5,4,480000,257,0,1867,Dubai Investment Park (DIP)
3,3,324000,123,1,2634,Dubai Land
1,1,477600,77,1,6202,Mohammed Bin Rashid City
4,3,864000,140,0,6171,Tilal Al Ghaf
5,5,8160000,464,1,17586,Palm Jumeirah
2,1,96000,64,0,1500,Al Warsan
3,2,642240,113,1,5683,Al Wasl
1,0,155999,37,1,4216,Jumeirah Lake Towers
2,2,558000,140,1,3985,Business Bay
4,3,792000,251,0,3155,Dubai Land
4,3,2280000,187,1,12192,Downtown Dubai
2,1,408000,73,0,5589,Dubai Marina
4,3,1608000,183,1,8786,Downtown Dubai
1,0,264000,44,1,6000,Business Bay
1,1,480000,67,1,7164,Dubai Creek Harbour (The Lagoons)
1,1,344400,57,0,6042,Mohammed Bin Rashid City
4,2,1116000,122,0,9147,Palm Jumeirah
3,2,600000,125,0,4800,Downtown Dubai
1,1,360000,70,1,5142,Greens
2,2,496800,98,0,5069,Dubai Creek Harbour (The Lagoons)
3,3,383999,112,1,3428,Damac Hills 2
2,1,174000,59,0,2949,Dubai South (Dubai World Central)
1,0,153600,34,1,4517,Arjan
2,2,672000,112,0,6000,Dubai Hills Estate
5,4,912000,225,0,4053,Arabian Ranches 3
4,3,912000,352,0,2590,Serena
3,3,1128000,238,0,4739,Dubai Creek Harbour (The Lagoons)
1,1,636000,83,0,7662,Downtown Dubai
2,2,686400,103,0,6664,Dubai Creek Harbour (The Lagoons)
6,5,5040000,929,0,5425,Tilal Al Ghaf
2,3,1560000,267,0,5842,The Springs
5,4,1319999,387,0,3410,Dubai Sports City
4,3,540000,141,0,3829,Dubai South (Dubai World Central)
1,0,144000,34,1,4235,Arjan
3,2,900000,111,0,8108,Dubai Marina
1,1,412800,69,0,5982,Dubai Hills Estate
5,4,1080000,187,0,5775,Mohammed Bin Rashid City
5,4,840000,226,0,3716,Dubai Land
2,2,1320000,119,0,11092,Dubai Harbour
7,6,15600000,918,1,16993,Mohammed Bin Rashid City
3,2,672000,157,0,4280,Mohammed Bin Rashid City
4,3,792000,187,0,4235,Mohammed Bin Rashid City
3,2,504000,105,0,4800,Mohammed Bin Rashid City
2,2,312000,86,0,3627,Town Square
2,1,180000,81,0,2222,Dubai Silicon Oasis
1,0,228000,57,1,4000,Jumeirah Lake Towers
1,1,840000,60,0,14000,DIFC
5,4,636000,243,0,2617,The Valley
4,3,1428000,200,0,7140,Dubai Creek Harbour (The Lagoons)
4,4,1248000,308,0,4051,Wasl Gate
2,2,480000,109,0,4403,Meydan
1,0,142080,34,0,4178,Arjan
2,2,282000,86,0,3279,Town Square
1,1,240000,45,0,5333,Mohammed Bin Rashid City
3,2,1368000,141,1,9702,Downtown Dubai
2,1,576000,71,1,8112,Zabeel
2,1,227760,89,0,2559,Al Reem Island
1,0,151680,36,0,4213,Jumeirah Lake Towers
1,1,232128,69,0,3364,DAMAC Hills
2,1,204000,77,0,2649,Jumeirah Village Circle
4,3,1440000,140,0,10285,Downtown Dubai
1,1,138000,61,0,2262,Remraam
3,3,996000,226,0,4407,Palm Jumeirah
3,2,288000,137,0,2102,Remraam
1,1,400800,60,1,6680,Dubai Hills Estate
2,1,379200,82,0,4624,Jumeirah Lake Towers
1,1,402000,73,0,5506,Business Bay
2,3,1200000,195,0,6153,Downtown Dubai
1,0,936000,53,1,17660,Jumeirah Beach Residence
1,1,240000,59,0,4067,Jumeirah Lake Towers
2,1,359760,74,1,4861,Dubai Marina
4,3,2232000,164,1,13609,Downtown Dubai
1,1,360000,98,0,3673,Dubai Marina
1,0,70800,44,0,1609,International City
1,0,68400,42,0,1628,International City
7,6,10800000,1313,0,8225,Dubai Hills Estate
3,2,984000,117,0,8410,City Walk
1,0,156000,40,0,3900,Arjan
2,1,648000,111,0,5837,City Walk
4,3,528000,176,0,3000,The Valley
2,2,743999,113,0,6584,Dubai Marina
5,4,5998800,521,1,11514,City Walk
1,1,180000,109,0,1651,Remraam
1,0,146400,36,0,4066,Arjan
3,2,660000,118,0,5593,Mohammed Bin Rashid City
7,6,2520000,689,1,3657,Dubai Sports City
1,1,444000,65,1,6830,Dubai Creek Harbour (The Lagoons)
2,1,288000,89,1,3235,Jumeirah Lake Towers
2,1,312000,90,1,3466,Jumeirah Village Circle
4,3,936000,177,0,5288,Mohammed Bin Rashid City
7,5,1632000,547,0,2983,Al Reem Island
4,4,1200000,202,0,5940,Dubai Hills Estate
5,5,2639999,433,0,6096,Wadi Al Safa 2
5,3,792000,252,0,3142,DAMAC Hills
2,2,210000,115,0,1826,Dubai Land
1,1,600000,72,0,8333,Dubai Creek Harbour (The Lagoons)
2,1,480000,85,0,5647,Dubai Hills Estate
1,1,636000,83,0,7662,Downtown Dubai
4,4,744000,271,0,2745,Town Square
4,3,552000,173,0,3190,Town Square
2,2,828000,103,0,8038,Dubai Creek Harbour (The Lagoons)
6,5,2760000,660,0,4181,The Villa
4,4,348000,155,0,2245,Damac Hills 2
3,2,768000,120,1,6400,Dubai Marina
2,2,552000,112,0,4928,Dubai Creek Harbour (The Lagoons)
1,0,141600,56,0,2528,Jumeirah Village Circle
2,2,528000,108,0,4888,Dubai Creek Harbour (The Lagoons)
2,1,372000,87,1,4275,Business Bay
2,2,444000,119,1,3731,Jumeirah Beach Residence
1,1,360000,74,0,4864,Dubai Creek Harbour (The Lagoons)
2,1,1080000,135,0,8000,Saadiyat Island
4,4,984000,187,0,5262,Mohammed Bin Rashid City
4,3,2218414,166,0,13363,Dubai Harbour
2,1,853378,68,0,12549,Dubai Harbour
2,2,1512000,118,0,12813,Downtown Dubai
2,1,764458,68,0,11242,Dubai Harbour
3,2,1068000,161,0,6633,Downtown Dubai
3,3,888000,151,1,5880,Dubai Marina
7,5,9720000,692,0,14046,Downtown Dubai
2,1,174000,71,0,2450,Dubai Studio City
5,4,2616000,262,1,9984,City Walk
3,2,354000,138,0,2565,Jumeirah Village Circle
4,3,756000,238,0,3176,Mudon
4,3,840000,187,0,4491,Meydan
5,4,528000,143,0,3692,Damac Lagoons
2,2,573600,106,0,5411,Dubai Creek Harbour (The Lagoons)
1,1,372000,60,0,6200,Dubai Hills Estate
1,1,624000,75,0,8320,Dubai Harbour
1,0,140160,32,0,4380,Arjan
3,2,516000,161,0,3204,Dubai Marina
1,0,151200,29,0,5213,Meydan
0,1,496800,78,0,6369,Mohammed Bin Rashid City
1,0,234000,39,1,6000,Business Bay
1,1,768000,77,0,9974,Dubai Harbour
4,3,2184000,180,1,12133,Jumeirah Beach Residence
1,1,407998,76,0,5368,Dubai Creek Harbour (The Lagoons)
1,1,336000,73,0,4602,Meydan
1,1,199200,63,1,3161,Town Square
3,2,1103988,190,1,5810,Palm Jumeirah
2,2,456000,69,0,6608,Dubai Hills Estate
5,4,1176000,201,0,5850,Dubai Hills Estate
2,1,381600,65,1,5870,Business Bay
1,1,528000,67,0,7880,Jumeirah
1,1,396000,62,1,6387,Dubai Creek Harbour (The Lagoons)
2,2,360000,94,0,3829,Jumeirah Village Circle
1,0,134400,37,0,3632,DAMAC Hills
2,1,216000,73,0,2958,Rukan
3,2,647997,111,1,5837,Yas Island
3,2,4128000,190,0,21726,Palm Jumeirah
4,3,1416000,226,0,6265,Palm Jumeirah
2,1,396000,85,0,4658,Downtown Dubai
3,2,204000,101,0,2019,Dubai Sports City
2,2,384000,102,0,3764,Al Jaddaf
4,3,816000,180,0,4533,Arabian Ranches 2
1,0,129600,46,1,2817,Arjan
3,3,984000,254,0,3874,Al Furjan
4,3,600000,168,0,3571,Mudon
3,3,480000,132,1,3636,Al Jaddaf
2,2,228000,93,0,2451,Remraam
2,1,237600,69,0,3443,Arjan
2,1,156000,63,0,2476,Dubai Silicon Oasis
5,4,1728000,408,0,4235,Al Furjan
2,2,480000,78,0,6153,Mohammed Bin Rashid City
5,4,1728000,408,0,4235,Al Furjan
5,4,2880000,639,0,4507,Tilal Al Ghaf
3,3,984000,137,0,7182,Jumeirah Golf Estates
1,0,312000,46,1,6782,Downtown Dubai
6,4,3000000,571,0,5253,Jumeirah Beach Residence
3,2,1740000,152,0,11447,Downtown Dubai
5,4,1296000,457,0,2835,DAMAC Hills
4,3,612000,192,0,3187,The Valley
3,2,302400,113,0,2676,Al Furjan
2,1,540000,92,0,5869,Dubai Marina
4,3,516000,178,0,2898,The Valley
4,4,1020000,225,0,4533,Al Furjan
5,4,864000,330,0,2618,The Valley
2,2,888000,172,0,5162,The Springs
5,4,4320000,664,0,6506,Jumeirah Golf Estates
1,0,160800,36,0,4466,Jumeirah Village Circle
2,1,432000,71,0,6084,Mohammed Bin Rashid City
1,1,336000,89,0,3775,Business Bay
4,3,1344000,186,1,7225,Downtown Dubai
2,1,216000,63,0,3428,Business Bay
2,1,252000,72,0,3500,Al Reem Island
3,2,660000,113,0,5840,Mohammed Bin Rashid City
2,2,144000,103,1,1398,Dubai Land
6,4,1200000,560,0,2142,Mudon
2,1,468000,98,0,4775,Mohammed Bin Rashid City
2,2,444000,117,0,3794,Business Bay
1,2,972000,148,0,6567,Umm Suqeim
1,1,412800,70,0,5897,Maritime City
1,0,264000,37,1,7135,Business Bay
1,0,154800,35,0,4422,Al Furjan
2,2,175200,104,0,1684,Al Reef
3,3,244800,145,0,1688,Al Reef
2,1,283200,125,0,2265,Al Reem Island
4,4,1679997,511,0,3287,Arabian Ranches 3
2,2,431999,126,0,3428,Business Bay
1,0,343199,40,0,8579,Business Bay
3,2,566400,187,1,3028,Arjan
3,3,600000,192,0,3125,Serena
2,1,239999,58,0,4137,Jumeirah Village Circle
5,4,1536000,375,0,4096,Al Furjan
3,3,948000,141,0,6723,Dubai Hills Estate
6,4,2159997,442,0,4886,Saadiyat Island
2,2,474000,93,0,5096,Dubai Hills Estate
5,4,1800000,322,0,5590,Al Furjan
1,1,587999,73,0,8054,Dubai Harbour
2,1,369600,76,0,4863,Mohammed Bin Rashid City
2,1,156000,57,1,2736,Dubai South (Dubai World Central)
4,4,1199999,419,0,2863,Jebel Ali
3,2,1296000,157,0,8254,Palm Jumeirah
2,2,1104000,157,0,7031,Dubai Marina
7,7,4080000,1743,1,2340,The Villa
3,2,1439999,134,1,10746,Downtown Dubai
4,3,528000,160,0,3300,Al Reem Island
3,4,600000,143,0,4195,Damac Lagoons
6,5,7200000,1431,0,5031,Jumeirah Golf Estates
2,1,245752,90,0,2730,Dubai Production City (IMPZ)
1,1,228000,50,0,4560,Business Bay
2,2,329040,121,0,2719,Dubai Production City (IMPZ)
1,2,431999,68,0,6352,Dubai Hills Estate
3,2,552000,103,0,5359,Dubai Marina
3,3,672000,175,0,3840,Dubai Land
2,2,348000,98,1,3551,Al Furjan
4,4,840000,262,0,3206,Mudon
5,4,6600000,640,1,10312,Palm Jumeirah
1,0,141600,39,1,3630,Arjan
4,4,792000,205,0,3863,Dubai Land
1,0,156000,34,1,4588,Meydan
2,1,191999,73,1,2630,Al Furjan
1,0,309600,39,0,7938,Maritime City
4,2,1032000,189,0,5460,Palm Jumeirah
7,5,1920000,425,0,4517,Al Furjan
1,1,360000,60,0,6000,Dubai Hills Estate
2,1,336000,57,0,5894,Dubai Healthcare City
6,5,3600000,682,0,5278,Tilal Al Ghaf
4,3,348000,139,0,2503,Damac Hills 2
3,2,1080000,100,1,10800,Downtown Dubai
2,1,156000,71,0,2197,Dubai Silicon Oasis
3,2,2160000,137,1,15766,Jumeirah Beach Residence
3,3,552000,167,1,3305,Dubai Marina
2,1,312000,73,0,4273,Jumeirah Village Circle
2,1,321600,91,0,3534,Arjan
3,3,240000,132,0,1818,Al Reef
4,3,1128000,165,0,6836,Dubai Creek Harbour (The Lagoons)
3,3,1008000,209,0,4822,The Springs
4,3,1152000,185,0,6227,The Springs
1,1,468000,67,0,6985,Saadiyat Island
4,4,959999,257,0,3735,Mohammed Bin Rashid City
2,2,756000,115,0,6573,Downtown Dubai
3,2,1200000,158,0,7594,Palm Jumeirah
4,3,2640000,615,0,4292,Dubai Marina
3,3,948000,260,0,3646,Al Furjan
1,0,204000,60,0,3400,Barsha Heights (Tecom)
3,2,552000,129,0,4279,The Views
3,3,1488000,153,0,9725,Dubai Marina
1,0,115200,35,1,3291,Al Furjan
1,0,324000,48,0,6750,Business Bay
2,2,1152000,149,0,7731,Deira
2,1,813600,68,0,11964,Dubai Harbour
3,3,576000,181,0,3182,Dubai South (Dubai World Central)
5,4,744000,155,0,4800,Jumeirah Village Circle
1,1,240000,81,0,2962,Jumeirah Village Circle
2,1,249600,84,0,2971,Arjan
4,4,684000,236,0,2898,Reem
1,1,768000,85,1,9035,Jumeirah Beach Residence
5,4,2640000,588,0,4489,Mohammed Bin Rashid City
2,2,744000,93,0,8000,Downtown Dubai
3,2,332400,111,0,2994,Dubai Residence Complex
2,1,384000,131,0,2931,Jumeirah Lake Towers
4,3,636000,173,0,3676,Dubai Land
3,2,861600,166,0,5190,The Springs
2,1,252000,76,1,3315,Jumeirah Lake Towers
3,2,935999,153,0,6117,The Springs
1,1,600000,70,0,8571,Zabeel
7,5,16800000,1347,1,12472,Dubai Hills Estate
3,2,1151999,113,0,10194,Dubai Harbour
1,0,200400,32,0,6262,Meydan
4,3,1198800,267,0,4489,Jumeirah Golf Estates
1,0,192000,36,0,5333,Meydan
1,0,178800,32,0,5587,Meydan
3,2,864000,119,0,7260,Old Town
1,0,154800,32,0,4837,Al Jaddaf
2,1,220800,83,1,2660,Jumeirah Lake Towers
1,1,384000,64,0,6000,Mohammed Bin Rashid City
3,2,435900,134,0,3252,DAMAC Hills
3,2,588000,97,0,6061,Mohammed Bin Rashid City
3,2,684000,140,0,4885,Downtown Dubai
5,4,8640000,415,1,20819,Dubai Harbour
1,0,156000,41,0,3804,Jumeirah Village Circle
1,1,384000,95,0,4042,Downtown Dubai
1,0,525600,47,1,11182,Palm Jumeirah
5,4,5134800,310,0,16563,Downtown Dubai
3,3,2088000,165,1,12654,Downtown Dubai
6,4,1439997,599,0,2404,Yas Island
4,3,672000,178,0,3775,Al Raha Beach
1,0,167760,35,1,4793,Jumeirah Village Circle
4,2,979200,119,0,8228,Mohammed Bin Rashid City
7,7,3840000,1328,0,2891,Al Warqa'a
2,2,256800,107,0,2400,Majan
2,1,211199,67,0,3152,Jumeirah Village Circle
4,3,1152000,216,0,5333,Dubai Marina
3,3,839999,152,1,5526,Business Bay
2,1,374400,68,1,5505,Jumeirah Lake Towers
1,1,419999,65,1,6461,Mohammed Bin Rashid City
5,4,912000,227,1,4017,Dubai Marina
3,2,1488000,123,1,12097,Downtown Dubai
2,1,312000,57,0,5473,Dubai Healthcare City
1,0,145920,36,0,4053,Arjan
4,3,3124896,281,0,11120,Palm Jumeirah
2,2,10800000,277,0,38989,Palm Jumeirah
2,2,4392000,226,0,19433,Palm Jumeirah
4,4,4476384,393,0,11390,Palm Jumeirah
1,0,153600,28,0,5485,Meydan
5,4,684000,236,0,2898,Reem
3,3,3840000,299,0,12842,Jumeirah Beach Residence
2,1,360000,103,0,3495,Business Bay
1,0,360000,68,0,5294,DIFC
5,4,2232000,433,0,5154,Wadi Al Safa 2
3,3,288000,112,0,2571,Damac Hills 2
5,5,744000,305,0,2439,Damac Lagoons
4,4,8640000,688,1,12558,Palm Jumeirah
2,2,576000,78,0,7384,Mohammed Bin Rashid City
1,0,168000,34,1,4941,Meydan
5,5,1727999,925,0,1868,The Villa
3,2,1056000,132,0,8000,Al Wasl
2,2,552000,107,0,5158,Mina Rashid
2,1,360000,83,0,4337,Al Muhaisnah
5,5,15600000,1111,1,14041,Palm Jumeirah
4,3,1560000,162,0,9629,Al Wasl
3,4,3120000,300,0,10400,Dubai Hills Estate
4,3,6600000,703,1,9388,Palm Jumeirah
6,3,5280000,371,1,14231,Jumeirah
1,1,576000,75,0,7680,Jumeirah
1,1,900000,74,0,12162,Bluewaters
4,3,1511999,209,0,7234,City Walk
4,3,3000000,226,0,13274,Zabeel
2,2,959999,117,0,8205,City Walk
6,4,2040000,393,0,5190,Deira
1,0,168000,36,0,4666,Mohammed Bin Rashid City
6,4,2280000,599,0,3806,Deira
7,5,5400000,929,0,5812,Mohammed Bin Rashid City
2,1,180000,74,0,2432,Al Reem Island
1,1,312000,70,0,4457,Greens
2,1,528000,79,0,6683,Zabeel
2,2,1151999,108,0,10666,Dubai Harbour
3,2,360000,129,0,2790,Al Furjan
1,0,110400,43,0,2567,Discovery Gardens
1,1,256560,64,0,4008,DAMAC Hills
1,1,246240,62,0,3971,DAMAC Hills
2,1,264000,63,0,4190,Jumeirah Village Circle
3,3,1080000,243,0,4444,Nad Al Sheba
5,4,4680000,569,1,8224,Dubai Marina
2,2,504000,105,1,4800,Mohammed Bin Rashid City
5,4,1104000,330,0,3345,Meydan
5,4,1512000,303,0,4990,Meydan
3,3,876000,141,0,6212,Dubai Hills Estate
3,3,576000,184,0,3130,Dubai South (Dubai World Central)
2,1,408000,66,0,6181,Mohammed Bin Rashid City
2,2,552000,90,0,6133,Mohammed Bin Rashid City
2,2,552000,89,0,6202,Mohammed Bin Rashid City
4,3,235197,156,1,1507,Al Reef
1,0,168000,32,0,5250,Dubai Studio City
2,1,444000,148,0,3000,Business Bay
5,4,4320000,664,0,6506,Jumeirah Golf Estates
4,4,4320000,263,1,16425,Downtown Dubai
3,3,864000,175,0,4937,Dubai Marina
2,1,102000,67,0,1522,International City
3,3,504000,167,0,3017,Dubai Marina
1,0,151200,51,1,2964,Mirdif
3,2,1272000,165,1,7709,DIFC
7,6,10800000,1286,0,8398,Dubai Hills Estate
1,0,161760,44,0,3676,Arjan
2,1,252000,62,0,4064,Al Furjan
2,1,276000,68,1,4058,Jumeirah Lake Towers
1,0,129600,54,0,2400,Jumeirah Village Circle
2,3,600000,87,0,6896,Meydan
5,4,3960000,227,0,17444,Downtown Dubai
3,3,1152000,170,0,6776,Umm Suqeim
2,1,203997,65,1,3138,Al Reem Island
2,1,516000,65,1,7938,Dubai Marina
2,1,174000,92,0,1891,Discovery Gardens
2,1,372000,53,0,7018,Dubai Healthcare City
5,4,1134404,293,0,3871,Dubai South (Dubai World Central)
4,3,696000,286,0,2433,Reem
2,1,222000,63,0,3523,Arjan
2,2,1032000,107,1,9644,Dubai Marina
1,0,146400,38,0,3852,Arjan
3,2,876000,111,0,7891,Jumeirah
4,4,1032000,218,0,4733,Tilal Al Ghaf
2,1,403200,89,1,4530,Business Bay
1,0,141600,38,0,3726,Arjan
2,1,288000,62,0,4645,DAMAC Hills
4,3,1103999,139,0,7942,Jumeirah Golf Estates
7,5,2388000,486,0,4913,Jumeirah Golf Estates
1,0,120000,44,0,2727,Discovery Gardens
3,3,551999,99,0,5575,Meydan
4,4,1080000,201,0,5373,Tilal Al Ghaf
1,1,287760,45,1,6394,Business Bay
3,3,900000,373,0,2412,Mudon
1,2,564000,107,0,5271,Mina Rashid
1,0,147360,36,0,4093,Jumeirah Village Circle
2,1,204000,75,0,2720,Al Reem Island
2,1,270000,92,0,2934,Al Reem Island
4,3,8400000,262,1,32061,Jumeirah
1,0,324000,40,1,8100,Downtown Dubai
5,4,18480000,672,0,27500,Palm Jumeirah
4,3,1320000,356,0,3707,Al Furjan
2,2,864000,112,0,7714,Dubai Harbour
4,4,2760000,325,1,8492,Dubai Hills Estate
4,2,612000,117,0,5230,Mohammed Bin Rashid City
1,1,462000,68,0,6794,Umm Suqeim
3,2,1068000,110,1,9709,Downtown Dubai
3,3,1176000,170,0,6917,Umm Suqeim
4,4,17760000,934,1,19014,Jumeirah
3,2,412800,110,0,3752,Jumeirah Village Circle
7,6,3300000,507,1,6508,Meydan
3,2,480000,120,1,4000,Jumeirah Lake Towers
1,0,228000,40,1,5700,Jumeirah Village Triangle
5,3,840000,187,0,4491,Mohammed Bin Rashid City
2,2,1020000,116,1,8793,Downtown Dubai
4,3,1644000,270,0,6088,Dubai Hills Estate
1,0,311760,36,1,8660,Palm Jumeirah
5,3,1248000,154,0,8103,Mohammed Bin Rashid City
6,5,2688000,534,0,5033,Dubai Hills Estate
1,0,191760,40,0,4794,Arjan
5,4,1128000,309,0,3650,Mudon
1,0,311760,32,1,9742,Palm Jumeirah
3,2,1320000,124,0,10645,Al Wasl
4,3,2160000,198,0,10909,Dubai Harbour
1,0,204000,40,1,5100,Jumeirah Village Circle
5,4,15600000,666,1,23423,Palm Jumeirah
2,1,204000,82,1,2487,Dubai Sports City
2,2,853200,130,0,6563,Downtown Dubai
2,1,180000,87,0,2068,Dubai Sports City
1,1,363600,91,1,3995,Greens
3,2,455760,132,1,3452,Al Reem Island
2,2,285600,99,0,2884,Town Square
4,3,1320000,215,1,6139,Meydan
1,1,192000,63,0,3047,Jumeirah Village Circle
1,0,496992,33,0,15060,Dubai Marina
2,2,696000,115,1,6052,Dubai Marina
3,3,396000,195,1,2030,Damac Hills 2
3,4,732000,180,0,4066,DAMAC Hills
2,4,684000,181,0,3779,DAMAC Hills
2,2,224400,64,0,3506,Jumeirah Lake Towers
4,3,1020000,489,0,2085,Yas Island
7,6,18000000,1364,0,13196,Palm Jumeirah
1,1,360000,46,1,7826,Mohammed Bin Rashid City
4,3,767999,176,0,4363,Dubai Land
2,2,331200,68,1,4870,Jumeirah Village Triangle
3,2,1679999,158,0,10632,Palm Jumeirah
3,2,1008000,250,0,4032,Jumeirah Village Triangle
1,1,182400,75,1,2432,Dubai Sports City
6,4,672000,194,0,3463,Rukan
3,2,1440000,159,0,9056,Downtown Dubai
4,4,1584000,510,0,3105,Jumeirah Park
2,1,360000,91,0,3956,Al Reem Island
2,1,336000,105,0,3200,Al Reem Island
6,5,3840000,1400,1,2742,Umm Suqeim
2,1,319200,47,0,6791,Mohammed Bin Rashid City
1,0,132000,46,1,2869,Al Furjan
3,2,384000,103,0,3728,Rukan
3,2,384000,108,0,3555,Jumeirah Village Circle
1,1,263999,73,0,3616,Al Barsha
3,2,1008000,187,0,5390,Culture Village
2,2,696000,112,0,6214,Yas Island
1,0,132000,32,0,4125,Arjan
4,3,708000,201,0,3522,Saadiyat Island
3,2,552000,116,0,4758,Business Bay
1,0,132000,36,1,3666,Arjan
2,1,213600,71,0,3008,Jumeirah Village Circle
5,3,455999,232,0,1965,Damac Hills 2
1,0,111600,41,1,2721,Jumeirah Village Triangle
1,1,264000,76,1,3473,Dubai Studio City
1,1,143999,39,1,3692,DAMAC Hills
3,2,600000,142,0,4225,Business Bay
1,0,141600,40,1,3540,Jumeirah Village Circle
5,4,1200000,316,0,3797,Tilal Al Ghaf
7,6,2232000,603,0,3701,Dubai Silicon Oasis
1,0,129600,30,1,4320,Jumeirah Village Triangle
2,1,360000,125,1,2880,Business Bay
2,1,312000,68,0,4588,Meydan
1,0,180000,68,1,2647,Jumeirah Village Circle
3,2,924000,132,1,7000,Dubai Marina
3,3,700800,149,0,4703,DAMAC Hills
7,6,2280000,1114,1,2046,Al Barsha
7,5,2520000,458,0,5502,DAMAC Hills
1,1,276000,49,1,5632,Mohammed Bin Rashid City
1,0,167997,42,0,3999,Yas Island
3,3,1128000,178,0,6337,Jumeirah Beach Residence
1,0,180000,35,1,5142,Meydan
2,2,960000,109,1,8807,Dubai Harbour
1,1,600000,74,0,8108,Jumeirah
1,0,132000,42,1,3142,Dubai South (Dubai World Central)
5,4,1152000,251,0,4589,Jebel Ali
5,4,2760000,531,1,5197,Meadows
5,4,1080000,343,0,3148,Dubai Sports City
4,3,1680000,357,0,4705,Deira
7,5,8400000,1089,0,7713,Yas Island
2,1,450000,94,0,4787,Yas Island
2,1,326400,71,0,4597,Jumeirah Village Circle
1,1,312000,45,0,6933,Meydan
6,5,4680000,850,0,5505,Jumeirah Golf Estates
1,0,192000,38,1,5052,Business Bay
2,1,360000,58,0,6206,Business Bay
3,3,588000,187,0,3144,Town Square
1,2,420000,69,0,6086,Dubai Hills Estate
1,2,426000,69,0,6173,Dubai Hills Estate
4,3,2100000,239,1,8786,Dubai Marina
1,0,120000,37,1,3243,Al Furjan
2,1,348000,74,0,4702,Jumeirah Village Circle
6,5,2952000,525,0,5622,Dubai Hills Estate
2,1,300000,80,1,3750,Jumeirah Village Circle
2,2,912000,125,0,7296,City Walk
1,1,468000,64,0,7312,Business Bay
2,1,228000,66,1,3454,Jumeirah Village Triangle
2,1,1015200,69,1,14713,Dubai Harbour
3,2,942693,129,1,7307,Zabeel
1,0,204000,23,1,8869,Jumeirah Village Circle
4,3,684000,144,0,4750,Arabian Ranches 3
1,1,168000,58,0,2896,Dubai South (Dubai World Central)
5,4,1080000,335,0,3223,Al Furjan
2,2,570000,93,0,6129,Meydan
1,0,564000,48,1,11750,Palm Jumeirah
1,1,348000,61,0,5704,Mohammed Bin Rashid City
3,4,816000,248,0,3290,Mudon
2,3,656880,167,0,3933,Mudon
2,1,264000,98,0,2693,Motor City
4,4,792000,220,0,3600,Arabian Ranches 3
2,2,199200,71,0,2805,Al Reem Island
2,1,276000,74,0,3729,Jumeirah Village Circle
5,3,444000,174,0,2551,Damac Hills 2
1,1,204000,57,0,3578,DAMAC Hills
3,2,360000,94,0,3829,Rukan
2,1,228000,80,0,2850,Jumeirah Village Circle
4,4,732000,282,0,2595,Town Square
1,0,163200,41,1,3980,Dubai Production City (IMPZ)
4,3,594000,184,0,3228,Dubai Land
1,1,381600,48,0,7950,Mohammed Bin Rashid City
2,1,139200,52,0,2676,Dubai Land
2,1,624000,74,0,8432,Dubai Harbour
6,4,1204800,361,0,3337,Al Reem Island
5,6,13680000,1903,0,7188,Emirates Hills
3,2,275997,117,0,2358,Al Reef
2,1,480000,84,0,5714,Mohammed Bin Rashid City
5,5,21600000,579,0,37305,Palm Jumeirah
5,4,792000,255,0,3105,Town Square
6,6,960000,424,0,2264,Damac Hills 2
3,2,528000,128,0,4125,Dubai Marina
3,2,732000,126,0,5809,Dubai Hills Estate
3,2,768000,172,0,4465,Al Reem Island
2,1,120000,79,0,1518,Dubai Land
7,6,8280000,1016,0,8149,Mohammed Bin Rashid City
2,1,120000,79,0,1518,Dubai Land
2,1,420000,71,1,5915,Mohammed Bin Rashid City
2,1,348000,48,0,7250,Meydan
2,1,936000,70,1,13371,Dubai Harbour
4,4,1248000,314,0,3974,Tilal Al Ghaf
2,1,360000,60,0,6000,Dubai Marina
6,6,959999,416,0,2307,Damac Hills 2
3,3,336000,139,0,2417,Damac Hills 2
1,0,336000,68,0,4941,Downtown Dubai
1,0,157140,45,0,3492,DAMAC Hills
4,3,504000,137,0,3678,The Valley
2,1,134400,75,0,1792,Dubai Production City (IMPZ)
3,3,1640160,144,1,11390,Downtown Dubai
3,2,468000,132,0,3545,Jumeirah Village Circle
1,0,168000,48,1,3500,DAMAC Hills
