bathrooms,bedrooms,price,sizeMin,furnishing,price_per_m2,region
7,7,3360000,891,0,3771,Umm Suqeim
2,2,696000,110,0,6327,Dubai Creek Harbour (The Lagoons)
2,1,196800,72,1,2733,Al Furjan
2,1,174000,89,0,1955,Discovery Gardens
2,1,354000,67,1,5283,Dubai Marina
3,3,1680000,126,0,13333,Downtown Dubai
2,1,414000,79,1,5240,Dubai Marina
2,1,696000,67,1,10388,Dubai Creek Harbour (The Lagoons)
2,1,960000,102,0,9411,DIFC
2,3,1524000,132,1,11545,Dubai Creek Harbour (The Lagoons)
2,1,543600,66,0,8236,Meydan
6,5,1440000,460,0,3130,The Valley
1,1,422400,65,0,6498,Mohammed Bin Rashid City
1,1,228000,61,0,3737,Jumeirah Lake Towers
3,3,1560000,308,0,5064,Arabian Ranches
5,4,1572000,1108,0,1418,Green Community
2,1,240000,64,0,3750,Jumeirah Lake Towers
2,3,2400000,390,0,6153,Arabian Ranches
3,2,792000,153,0,5176,The Springs
1,0,110400,40,0,2760,Jumeirah Village Triangle
3,2,1008000,163,0,6184,Culture Village
2,1,228000,97,0,2350,Motor City
1,1,600000,68,0,8823,Dubai Harbour
3,4,858960,288,0,2982,Arabian Ranches 3
5,3,2880000,183,1,15737,Umm Suqeim
1,0,146400,35,0,4182,Meydan
2,2,612000,101,0,6059,Dubai Creek Harbour (The Lagoons)
5,4,3360000,368,0,9130,Dubai Marina
2,1,336000,67,0,5014,Dubai Marina
2,2,959997,100,0,9599,Jumeirah
2,2,600000,98,0,6122,Dubai Hills Estate
3,2,684000,158,0,4329,DIFC
4,3,1488000,166,0,8963,Downtown Dubai
2,1,491754,71,0,6926,Business Bay
3,4,1020000,301,0,3388,Al Furjan
2,1,252000,125,0,2016,Motor City
3,2,408000,247,0,1651,Motor City
4,3,1236000,255,0,4847,Arabian Ranches
5,4,4440000,748,0,5935,Dubai Hills Estate
3,2,912000,124,1,7354,Dubai Creek Harbour (The Lagoons)
2,1,336000,78,0,4307,Business Bay
3,2,1248000,128,0,9750,Jumeirah
2,1,455760,74,0,6158,Maritime City
4,3,1560000,219,0,7123,Downtown Dubai
2,1,446400,65,0,6867,Business Bay
5,4,684000,244,0,2803,Jumeirah Village Circle
3,2,888000,186,1,4774,The Springs
1,1,756000,75,0,10080,Downtown Dubai
5,4,1584000,450,0,3520,Mohammed Bin Rashid City
4,4,720000,210,0,3428,Dubai Land
4,3,792000,145,0,5462,Mohammed Bin Rashid City
4,3,2136000,188,0,11361,Dubai Harbour
2,1,1056000,99,0,10666,Palm Jumeirah
3,2,672000,126,0,5333,Mohammed Bin Rashid City
1,1,803760,75,0,10716,Dubai Harbour
2,1,323760,66,1,4905,Business Bay
2,1,381360,75,1,5084,Jumeirah Lake Towers
3,3,1176000,211,0,5573,Jumeirah Golf Estates
2,2,552000,100,1,5520,Business Bay
4,3,1080000,181,0,5966,Dubai Hills Estate
5,4,2160000,722,0,2991,Arabian Ranches 2
4,4,1440000,403,0,3573,Green Community
3,2,540000,142,0,3802,Meydan
6,5,3835200,557,0,6885,Nad Al Sheba
4,4,984000,296,1,3324,Al Yelayiss 1
4,2,576000,154,1,3740,Jumeirah Lake Towers
5,5,2076000,639,0,3248,Arabian Ranches
2,1,480000,91,0,5274,Al Kifaf
4,4,3336000,293,0,11385,Dubai Creek Harbour (The Lagoons)
2,2,540000,89,0,6067,Dubai Hills Estate
4,3,479013,174,0,2752,Damac Hills 2
3,3,732000,134,0,5462,Business Bay
2,1,756000,76,0,9947,Downtown Dubai
1,1,408000,69,0,5913,Dubai Marina
2,2,336000,72,0,4666,Meydan
2,1,684000,107,1,6392,Palm Jumeirah
7,5,12360000,1039,1,11896,Jumeirah
2,1,744000,107,1,6953,Palm Jumeirah
2,1,153600,70,0,2194,Remraam
6,5,1920000,612,0,3137,DAMAC Hills
1,1,420000,64,0,6562,Business Bay
1,0,144000,39,1,3692,Al Furjan
4,3,1917600,207,0,9263,Jumeirah
2,1,300000,91,1,3296,Jumeirah Lake Towers
2,2,1029600,116,1,8875,Downtown Dubai
3,2,768000,108,0,7111,Dubai Creek Harbour (The Lagoons)
4,2,576000,160,0,3600,Jumeirah Lake Towers
2,2,408000,133,0,3067,Jumeirah Village Circle
4,4,984000,324,0,3037,Dubai Land
3,2,600000,112,0,5357,Mohammed Bin Rashid City
3,5,2448000,397,0,6166,Jumeirah Village Triangle
1,1,564000,72,0,7833,Downtown Dubai
2,1,240000,70,1,3428,Jumeirah Village Circle
2,1,480000,65,1,7384,Business Bay
4,3,864000,176,1,4909,Jumeirah Beach Residence
3,2,235200,88,0,2672,Town Square
4,4,7440000,504,0,14761,Dubai Harbour
1,1,324000,69,0,4695,Greens
4,3,7440000,258,1,28837,Palm Jumeirah
4,3,1800000,178,1,10112,Dubai Harbour
4,4,948000,293,0,3235,Meydan
4,3,912000,238,0,3831,Serena
2,2,312000,109,0,2862,Jumeirah Village Circle
5,4,1248000,219,0,5698,Meydan
2,2,1428000,121,0,11801,Dubai Harbour
3,2,312000,117,0,2666,Al Reef
3,2,1272000,144,0,8833,Al Wasl
2,1,600000,93,0,6451,Downtown Dubai
3,2,600000,120,0,5000,Dubai Marina
2,1,312000,78,1,4000,Jumeirah Village Circle
2,1,246000,74,1,3324,Business Bay
2,1,306000,88,0,3477,Jumeirah Village Circle
3,3,958800,262,0,3659,Yas Island
2,1,239948,75,0,3199,Dubai Residence Complex
1,1,475728,64,1,7433,Dubai Creek Harbour (The Lagoons)
4,3,958800,152,0,6307,Dubai Creek Harbour (The Lagoons)
5,4,1197600,394,0,3039,Dubai Land
5,4,1728000,380,0,4547,Al Furjan
3,2,933600,107,1,8725,Dubai Marina
2,2,888000,107,0,8299,Dubai Marina
4,4,813600,218,0,3732,Arabian Ranches 3
3,3,546000,185,0,2951,Dubai South (Dubai World Central)
2,1,252000,97,0,2597,Al Reem Island
1,1,420000,63,0,6666,Dubai Creek Harbour (The Lagoons)
2,1,383999,69,1,5565,Mohammed Bin Rashid City
1,1,264000,72,0,3666,Meydan
2,2,1140000,123,0,9268,Dubai Marina
2,2,1128000,102,1,11058,Dubai Creek Harbour (The Lagoons)
4,3,1224000,145,0,8441,Downtown Dubai
5,4,1512000,330,0,4581,Al Furjan
1,1,408000,72,0,5666,Dubai Creek Harbour (The Lagoons)
1,2,432000,69,0,6260,Dubai Hills Estate
4,2,542400,142,0,3819,Meydan
1,0,103200,38,0,2715,Dubai Sports City
1,1,324000,59,0,5491,Dubai Hills Estate
3,3,720000,175,0,4114,Rukan
6,5,9600000,800,0,12000,Dubai Hills Estate
4,3,6120000,364,0,16813,Al Sufouh
3,2,264000,88,0,3000,Remraam
2,1,264000,53,0,4981,Meydan
1,1,648000,73,0,8876,Umm Suqeim
5,4,2028000,352,1,5761,Dubai Hills Estate
2,1,228000,93,0,2451,Motor City
1,1,180000,50,1,3600,Al Furjan
2,2,888000,125,0,7104,City Walk
4,3,571200,187,0,3054,Town Square
3,2,671999,128,0,5249,Mohammed Bin Rashid City
3,2,600000,116,0,5172,Business Bay
2,1,479999,67,0,7164,City Walk
2,1,222000,62,0,3580,Al Furjan
3,4,559200,143,0,3910,Damac Lagoons
2,2,264000,131,0,2015,Living Legends
3,2,636000,120,0,5300,Dubai Marina
2,1,576000,101,1,5702,Culture Village
3,2,2160000,192,0,11250,Dubai Marina
2,1,402000,75,1,5360,Dubai Marina
1,1,168000,104,0,1615,Remraam
3,2,1005600,206,0,4881,Arabian Ranches
3,2,552000,99,0,5575,Dubai Marina
2,2,720000,93,0,7741,Downtown Dubai
2,1,576000,71,1,8112,Downtown Dubai
1,0,172800,28,1,6171,Meydan
7,5,4848000,634,0,7646,Mohammed Bin Rashid City
3,3,564000,174,0,3241,The Valley
1,1,497781,100,0,4977,Nad Al Sheba
1,0,169200,32,0,5287,Meydan
3,2,1296000,134,1,9671,Downtown Dubai
3,2,1512000,130,0,11630,Jumeirah Beach Residence
1,0,131999,37,1,3567,Al Furjan
6,5,8400000,2585,0,3249,Umm Suqeim
3,2,563999,137,0,4116,Al Muhaisnah
1,1,324000,70,0,4628,Greens
4,3,504000,157,0,3210,Al Ghadeer
3,3,648000,152,0,4263,Dubai Marina
2,2,972000,102,0,9529,Dubai Creek Harbour (The Lagoons)
2,2,888000,102,0,8705,Dubai Creek Harbour (The Lagoons)
3,3,1296000,267,1,4853,Dubai Hills Estate
3,3,1164000,258,0,4511,Dubai Hills Estate
3,2,1164000,637,0,1827,Jumeirah Village Triangle
4,3,390000,106,0,3679,Jumeirah Lake Towers
1,1,360000,70,1,5142,Greens
6,5,3720000,757,0,4914,Tilal Al Ghaf
1,0,120000,40,0,3000,Jumeirah Village Triangle
3,2,1920000,160,0,12000,Dubai Harbour
4,3,912000,254,0,3590,Jumeirah Lake Towers
1,0,186000,46,1,4043,Business Bay
2,2,1140000,110,1,10363,Downtown Dubai
3,2,288000,88,1,3272,Al Furjan
1,0,120000,40,0,3000,Rukan
4,3,1056000,194,0,5443,Dubai Hills Estate
2,2,1260000,114,1,11052,Dubai Harbour
3,3,2400000,181,0,13259,Dubai Harbour
1,1,336000,46,0,7304,Dubai Hills Estate
1,1,276000,62,0,4451,Meydan
4,2,1008000,250,0,4032,Jumeirah Village Circle
3,4,852000,186,0,4580,DAMAC Hills
5,3,948000,237,1,4000,Dubai Marina
3,2,3595200,305,0,11787,Business Bay
1,0,105493,34,0,3102,Al Warsan
5,4,672000,145,0,4634,Damac Lagoons
5,4,3360000,384,0,8750,Jumeirah
2,2,414000,84,0,4928,Business Bay
4,3,1432800,405,0,3537,Dubai Land
3,2,1080000,162,1,6666,City Walk
2,2,648000,96,1,6750,Mohammed Bin Rashid City
2,1,234000,88,0,2659,Al Furjan
3,3,1008000,202,0,4990,Dubai Marina
3,2,360000,120,0,3000,Jumeirah Lake Towers
2,1,324000,84,0,3857,Jumeirah Village Circle
2,1,156000,72,0,2166,Remraam
1,1,588000,73,1,8054,Jumeirah
1,1,576000,83,0,6939,Al Sufouh
4,4,3072000,417,0,7366,Jumeirah Golf Estates
2,2,328800,120,0,2740,Al Furjan
2,1,264000,67,1,3940,Arjan
6,5,3720000,757,0,4914,Tilal Al Ghaf
6,5,5760000,991,0,5812,Tilal Al Ghaf
5,4,3840000,498,0,7710,Dubai Hills Estate
6,5,6959760,991,0,7022,Tilal Al Ghaf
7,6,10559997,963,0,10965,Dubai Hills Estate
3,3,1248000,160,0,7800,Downtown Dubai
2,2,720000,170,0,4235,Dubai Creek Harbour (The Lagoons)
1,1,648000,67,1,9671,Dubai Harbour
2,1,468000,98,0,4775,Downtown Dubai
1,1,720000,76,1,9473,Dubai Harbour
1,1,660000,79,0,8354,Dubai Harbour
3,3,2100000,185,0,11351,Dubai Harbour
2,2,840000,154,0,5454,Dubai Hills Estate
1,1,840000,73,0,11506,Dubai Harbour
6,5,2928000,576,0,5083,Green Community
3,2,1848000,163,0,11337,Palm Jumeirah
7,5,6000000,991,0,6054,Tilal Al Ghaf
4,3,4560000,364,0,12527,Al Sufouh
1,1,295199,64,0,4612,DAMAC Hills
3,2,1620000,125,0,12960,Palm Jumeirah
4,3,1536000,272,0,5647,Arabian Ranches
2,1,1312800,99,0,13260,Palm Jumeirah
3,2,1440000,183,0,7868,Palm Jumeirah
2,1,223920,86,1,2603,Jumeirah Village Circle
4,4,1164000,311,0,3742,Dubai Sports City
4,4,948000,306,0,3098,Dubai Sports City
2,1,360000,73,0,4931,Jumeirah Village Circle
1,0,258000,39,1,6615,Jumeirah Lake Towers
3,2,3000000,171,1,17543,Downtown Dubai
5,4,5520000,447,0,12348,Dubai Internet City
1,1,420000,105,0,4000,Deira
2,2,513600,148,0,3470,Jumeirah Village Circle
1,1,684000,68,0,10058,Dubai Harbour
1,1,264000,45,0,5866,Mohammed Bin Rashid City
2,2,1644000,108,0,15222,Jumeirah Beach Residence
6,5,1812000,569,0,3184,Al Furjan
3,2,552000,136,0,4058,Yas Island
4,3,1080000,218,0,4954,Dubai Creek Harbour (The Lagoons)
1,1,215999,51,0,4235,Arjan
2,2,264000,92,0,2869,Town Square
1,1,246000,72,1,3416,Dubai Marina
7,6,936000,437,0,2141,Damac Hills 2
3,3,1512000,170,0,8894,Downtown Dubai
1,0,148800,37,1,4021,Al Furjan
4,3,816000,187,0,4363,Mohammed Bin Rashid City
2,1,547200,85,0,6437,Mohammed Bin Rashid City
1,1,372000,62,0,6000,Dubai Creek Harbour (The Lagoons)
1,1,216000,44,0,4909,Meydan
4,3,1272000,169,0,7526,Dubai Creek Harbour (The Lagoons)
5,4,1488000,307,0,4846,Meydan
3,2,480000,254,0,1889,Jumeirah Golf Estates
2,2,720000,151,0,4768,Jumeirah Golf Estates
1,1,1008000,112,1,9000,Palm Jumeirah
3,3,2400000,189,0,12698,Dubai Harbour
3,2,174000,89,0,1955,Dubai Production City (IMPZ)
5,4,1200000,501,0,2395,Jumeirah Village Circle
2,1,420000,84,0,5000,The Views
1,1,576000,71,1,8112,Dubai Creek Harbour (The Lagoons)
4,3,888000,191,1,4649,Business Bay
4,2,789600,126,0,6266,Dubai Hills Estate
2,2,612000,92,0,6652,Dubai Hills Estate
3,2,1656000,162,1,10222,Downtown Dubai
4,3,744000,197,0,3776,DIFC
1,1,478800,79,0,6060,Business Bay
3,2,540000,148,0,3648,Dubai Marina
4,3,738000,145,0,5089,Mohammed Bin Rashid City
2,1,549600,82,0,6702,Zabeel
4,3,1126800,170,0,6628,Downtown Dubai
2,1,216000,53,0,4075,Rukan
2,1,667200,82,0,8136,Downtown Dubai
1,1,348000,68,0,5117,Mohammed Bin Rashid City
2,1,497533,76,0,6546,Business Bay
3,2,516000,124,0,4161,Yas Island
1,1,379200,72,0,5266,Mina Rashid
1,1,252000,45,0,5600,Mohammed Bin Rashid City
1,1,452880,62,0,7304,Business Bay
3,2,216000,121,0,1785,Dubai Production City (IMPZ)
2,1,174000,88,0,1977,Discovery Gardens
3,2,571200,126,0,4533,Business Bay
2,1,174000,70,1,2485,Dubai Sports City
1,1,312000,44,0,7090,Business Bay
1,1,378000,64,0,5906,Business Bay
5,4,768000,270,0,2844,Town Square
5,4,1176000,287,0,4097,Arabian Ranches 3
1,1,208800,56,1,3728,Jumeirah Village Circle
2,1,672000,75,1,8960,Dubai Marina
3,2,2760000,392,1,7040,Deira
3,2,1920000,159,0,12075,Palm Jumeirah
2,2,1008000,131,0,7694,Umm Suqeim
5,4,1488000,337,0,4415,Arabian Ranches 2
3,2,1679999,157,1,10700,Downtown Dubai
3,3,1884000,186,1,10129,Downtown Dubai
7,6,3119997,511,0,6105,Meydan
3,2,1248000,132,0,9454,Downtown Dubai
2,2,355200,115,0,3088,Arjan
7,5,8400000,891,1,9427,Mohammed Bin Rashid City
3,3,1458000,209,0,6976,City Walk
5,3,4800000,442,0,10859,Palm Jumeirah
6,5,792000,195,0,4061,Damac Lagoons
3,2,996000,124,0,8032,Jumeirah
4,3,696000,145,0,4800,Arabian Ranches 3
2,1,163200,75,0,2176,Dubai Residence Complex
1,1,504000,67,0,7522,Umm Suqeim
1,1,684000,87,0,7862,City Walk
5,4,900000,187,0,4812,Mohammed Bin Rashid City
7,7,2928000,676,0,4331,DAMAC Hills
2,3,1200000,170,0,7058,Zabeel
1,0,119999,47,0,2553,Dubai Production City (IMPZ)
3,2,840000,166,0,5060,Palm Jumeirah
2,1,384000,92,0,4173,Jumeirah Lake Towers
3,2,336000,150,0,2240,Dubai Residence Complex
4,3,611999,173,0,3537,The Valley
3,2,624000,154,0,4051,Jumeirah Lake Towers
1,0,264000,40,0,6600,Downtown Dubai
3,3,336000,137,1,2452,Remraam
2,1,156000,71,0,2197,Dubai Silicon Oasis
1,1,239760,72,0,3330,Jumeirah Village Circle
1,2,600000,87,0,6896,Mohammed Bin Rashid City
2,2,456000,123,0,3707,Greens
2,1,396000,90,1,4400,Dubai Marina
5,4,684000,244,0,2803,Jumeirah Village Circle
7,7,2880000,991,0,2906,Damac Lagoons
6,5,2760000,576,0,4791,Motor City
2,1,456000,75,0,6080,Business Bay
7,6,18000000,2060,0,8737,Emirates Hills
4,3,912000,307,0,2970,Motor City
3,2,1044000,652,0,1601,Jumeirah Village Triangle
3,2,597600,127,0,4705,Expo City
2,1,240000,79,0,3037,Jumeirah Lake Towers
2,1,468000,78,0,6000,Dubai Hills Estate
1,0,161999,40,0,4049,Jumeirah Lake Towers
3,2,1188000,222,0,5351,Deira
3,3,552000,144,0,3833,Arabian Ranches 3
3,3,575999,172,1,3348,Town Square
4,2,528000,156,0,3384,Al Reem Island
2,2,1032000,129,1,8000,Dubai Harbour
4,3,1512000,153,0,9882,Dubai Marina
4,3,1824000,236,1,7728,Dubai Marina
1,1,504000,71,1,7098,Downtown Dubai
4,3,1656000,262,0,6320,Dubai Creek Harbour (The Lagoons)
3,2,360000,116,0,3103,Arjan
4,4,1224000,228,0,5368,Dubai Hills Estate
1,0,138000,38,0,3631,Al Barsha
5,4,1872000,404,0,4633,Tilal Al Ghaf
2,1,276000,74,0,3729,Meydan
1,1,744000,81,0,9185,Umm Suqeim
1,0,276000,44,0,6272,Jumeirah Village Circle
3,2,768000,107,0,7177,Mina Rashid
2,2,168000,95,0,1768,Dubai Land
2,1,204000,60,0,3400,Jebel Ali
1,1,172800,91,0,1898,Remraam
3,2,312000,102,0,3058,Jebel Ali
2,2,861600,222,0,3881,The Springs
3,2,381600,130,0,2935,Al Furjan
5,4,876000,193,0,4538,Arabian Ranches 3
3,2,364800,131,0,2784,Al Furjan
1,0,156000,49,1,3183,Jumeirah Village Triangle
3,2,828000,135,0,6133,Dubai Marina
5,5,1823760,368,0,4955,Arabian Ranches 2
5,4,1728000,373,0,4632,Tilal Al Ghaf
4,3,612000,161,0,3801,Arabian Ranches 3
4,3,599999,184,0,3260,The Valley
3,3,1908000,190,0,10042,Bluewaters
1,1,312000,48,0,6500,Mohammed Bin Rashid City
5,4,1056000,229,0,4611,Tilal Al Ghaf
4,3,444000,135,0,3288,Town Square
1,0,179280,42,1,4268,Dubai Sports City
5,4,1173333,563,0,2084,Dubai South (Dubai World Central)
1,0,288000,40,1,7200,Business Bay
2,1,225600,64,0,3525,Jumeirah Village Circle
1,1,504000,100,1,5040,Dubai Creek Harbour (The Lagoons)
1,1,540000,70,0,7714,Umm Suqeim
1,0,252000,42,0,6000,Dubai Marina
1,0,420000,57,1,7368,Palm Jumeirah
2,1,1224000,109,0,11229,Zabeel
2,1,528000,93,0,5677,Business Bay
1,0,201600,57,1,3536,Jumeirah Village Circle
5,4,480000,112,0,4285,Damac Hills 2
1,1,232800,52,0,4476,Arjan
7,6,20160000,1310,1,15389,Palm Jumeirah
3,3,876000,156,1,5615,Downtown Dubai
1,0,79200,32,1,2475,Dubai Land
3,2,1008000,119,0,8470,Mohammed Bin Rashid City
3,2,5952000,179,1,33251,Jumeirah
1,1,549600,68,0,8082,Zabeel
3,3,1410000,132,0,10681,Dubai Creek Harbour (The Lagoons)
3,3,1752000,194,1,9030,Dubai Harbour
1,0,129600,40,1,3240,Al Furjan
4,2,1296000,207,1,6260,Palm Jumeirah
4,3,959976,150,0,6399,Mohammed Bin Rashid City
1,1,156000,40,1,3900,DAMAC Hills
4,4,10680000,352,0,30340,Jumeirah
2,1,234960,79,0,2974,Al Furjan
3,2,1029600,132,1,7800,Dubai Marina
2,1,936000,95,0,9852,Palm Jumeirah
7,7,7199999,1628,0,4422,DAMAC Hills
1,0,223200,31,0,7200,Saadiyat Island
2,2,1104000,108,1,10222,Dubai Harbour
3,2,936000,128,0,7312,Dubai Creek Harbour (The Lagoons)
2,2,456000,119,1,3831,Business Bay
1,1,144000,44,0,3272,Dubai Sports City
2,2,2064000,156,1,13230,Palm Jumeirah
1,0,94800,38,0,2494,Dubai Silicon Oasis
5,4,1320000,218,0,6055,Mohammed Bin Rashid City
6,6,960000,431,0,2227,Damac Hills 2
2,1,496080,84,0,5905,Mohammed Bin Rashid City
2,1,252000,67,0,3761,Jumeirah Village Circle
2,1,444000,84,0,5285,Mohammed Bin Rashid City
5,4,1488000,248,0,6000,Mohammed Bin Rashid City
2,1,231539,74,0,3128,Al Warsan
3,2,744000,100,0,7440,Dubai Creek Harbour (The Lagoons)
3,2,552000,106,0,5207,Mohammed Bin Rashid City
1,0,153636,49,0,3135,Al Warsan
6,5,612000,273,0,2241,Al Reef
3,2,369086,119,0,3101,Al Warsan
1,0,107760,46,1,2342,Dubai Production City (IMPZ)
2,2,492000,92,0,5347,Dubai Hills Estate
6,5,9120000,488,0,18688,Jumeirah
1,0,144000,36,1,4000,Jebel Ali
2,1,225360,67,0,3363,Jumeirah Village Circle
3,2,912000,154,0,5922,Downtown Dubai
1,1,504000,85,0,5929,Dubai Marina
5,4,2328000,599,0,3886,Deira
1,0,163200,35,1,4662,Dubai Marina
2,2,744000,102,0,7294,Dubai Creek Harbour (The Lagoons)
2,2,780000,99,1,7878,Downtown Dubai
1,0,138000,37,0,3729,DAMAC Hills
2,1,480000,64,0,7500,Dubai Marina
3,2,348000,96,0,3625,Arjan
4,3,1488000,334,0,4455,The Villa
2,2,420000,107,0,3925,Greens
5,4,768000,215,0,3572,Reem
1,0,148800,35,0,4251,Dubai Production City (IMPZ)
3,2,378000,114,1,3315,Jumeirah Village Circle
1,1,672000,70,1,9600,Dubai Harbour
2,1,528000,67,0,7880,Saadiyat Island
2,2,588000,153,0,3843,Jumeirah Lake Towers
6,5,3984000,290,1,13737,Downtown Dubai
2,1,299999,73,1,4109,Business Bay
1,0,204000,43,1,4744,Business Bay
2,1,336000,73,1,4602,Jumeirah Village Circle
6,4,9600000,1132,1,8480,Jumeirah
4,3,1680000,186,1,9032,Downtown Dubai
3,3,1200000,204,1,5882,Jumeirah Golf Estates
6,5,2520000,446,0,5650,Dubai Sports City
2,1,100800,68,0,1482,International City
5,5,2160000,480,0,4500,Dubai Sports City
1,0,108000,32,1,3375,Damac Hills 2
3,2,1728000,162,1,10666,Downtown Dubai
4,3,1272000,242,0,5256,Deira
1,0,135600,46,0,2947,Dubai Production City (IMPZ)
3,4,2085600,333,1,6263,Dubai Hills Estate
1,0,180000,53,0,3396,Yas Island
4,3,2760000,1007,0,2740,Jumeirah Park
2,1,92400,68,0,1358,International City
1,0,76800,43,1,1786,International City
1,1,427200,70,0,6102,Mohammed Bin Rashid City
4,3,474000,181,0,2618,The Valley
3,4,911999,246,0,3707,Arabian Ranches 3
4,3,540000,180,0,3000,Al Furjan
3,2,503999,120,1,4199,Dubai Marina
3,3,384000,134,0,2865,Town Square
6,6,2280000,429,0,5314,Arabian Ranches
3,2,780000,144,1,5416,Dubai Creek Harbour (The Lagoons)
5,4,1524000,248,0,6145,Mohammed Bin Rashid City
1,1,840000,72,1,11666,Dubai Creek Harbour (The Lagoons)
6,5,600000,176,0,3409,Damac Hills 2
2,2,450000,169,0,2662,Dubai Land
2,1,336000,105,0,3200,Dubai Festival City
2,2,600000,127,0,4724,Jumeirah Golf Estates
2,1,912000,78,1,11692,Downtown Dubai
2,1,684000,73,1,9369,Dubai Creek Harbour (The Lagoons)
2,1,223200,69,1,3234,Jumeirah Village Circle
1,0,139200,35,0,3977,Arjan
1,0,312000,33,0,9454,Dubai Marina
3,2,287760,89,1,3233,Jumeirah Village Circle
2,2,1127999,134,1,8417,Dubai Harbour
2,2,983999,103,1,9553,Dubai Harbour
3,2,648000,151,0,4291,Jumeirah Golf Estates
3,3,1222800,284,0,4305,Jumeirah Park
5,4,1488000,248,0,6000,Mohammed Bin Rashid City
4,3,1464000,284,0,5154,Jumeirah Park
5,4,8160000,495,0,16484,Downtown Dubai
1,1,276000,43,1,6418,Business Bay
1,1,444000,66,1,6727,Dubai Creek Harbour (The Lagoons)
2,2,744000,109,0,6825,Dubai Creek Harbour (The Lagoons)
3,3,3120000,222,1,14054,Jumeirah Beach Residence
3,2,436800,110,0,3970,Jumeirah Village Circle
3,3,719999,201,0,3582,Arabian Ranches 3
3,3,984000,236,0,4169,Arabian Ranches
2,1,336000,52,0,6461,Business Bay
3,3,1032000,206,0,5009,Dubai Hills Estate
1,1,228000,72,0,3166,Jumeirah Village Triangle
1,0,288000,44,1,6545,Business Bay
3,2,1631760,146,1,11176,Downtown Dubai
2,3,1253040,190,0,6594,DIFC
1,2,480000,67,0,7164,Dubai Hills Estate
2,2,1200000,118,0,10169,Downtown Dubai
2,1,216000,80,0,2700,Majan
1,0,115200,44,0,2618,Discovery Gardens
4,3,576000,173,0,3329,The Valley
4,3,1176000,177,0,6644,Mohammed Bin Rashid City
1,1,210000,60,0,3500,Town Square
3,2,1677600,159,1,10550,Downtown Dubai
3,2,768000,124,0,6193,Mohammed Bin Rashid City
2,1,287999,85,0,3388,Dubai Marina
1,0,162000,37,1,4378,Jumeirah Village Circle
1,1,792000,68,1,11647,Downtown Dubai
2,1,432000,79,1,5468,Business Bay
3,2,768000,111,1,6918,Mohammed Bin Rashid City
2,2,456000,150,0,3040,Jumeirah Village Circle
1,0,144000,34,0,4235,Arjan
2,2,252000,97,0,2597,Jumeirah Village Circle
4,3,1197600,246,0,4868,Nad Al Sheba
4,3,906720,260,0,3487,Meydan
1,1,180000,61,0,2950,Jumeirah Village Circle
2,2,720000,102,1,7058,Downtown Dubai
2,2,720000,114,0,6315,Dubai Creek Harbour (The Lagoons)
2,2,717600,100,1,7176,Mohammed Bin Rashid City
2,1,369600,93,0,3974,Jumeirah Village Circle
5,6,11040000,1275,0,8658,Mohammed Bin Rashid City
2,1,148800,59,0,2522,Dubai South (Dubai World Central)
1,1,600000,80,0,7500,DIFC
2,2,768000,110,1,6981,Mohammed Bin Rashid City
4,3,1200000,175,0,6857,Downtown Dubai
1,0,151200,39,1,3876,Arjan
4,5,2760000,1858,0,1485,Nad Al Sheba
1,1,540000,68,0,7941,Downtown Dubai
1,1,468000,70,0,6685,City Walk
3,3,1680000,679,0,2474,Jumeirah Park
3,2,708000,144,1,4916,The Views
1,1,345600,68,1,5082,Greens
1,0,122400,42,1,2914,Dubai Sports City
1,0,480000,51,1,9411,Downtown Dubai
4,3,1488000,184,0,8086,Al Wasl
5,4,1152000,359,0,3208,Al Furjan
3,2,672000,144,1,4666,Business Bay
2,2,408000,83,1,4915,Business Bay
1,0,115200,47,0,2451,Living Legends
3,2,1272000,150,0,8480,Dubai Marina
3,3,1092000,151,1,7231,Downtown Dubai
5,4,876000,303,0,2891,The Valley
3,2,360000,133,0,2706,Dubai Sports City
5,4,732000,276,0,2652,The Valley
4,3,756000,299,0,2528,The Valley
5,5,2076000,459,0,4522,Arabian Ranches
2,1,264000,51,0,5176,Dubai Healthcare City
1,0,264000,43,0,6139,Business Bay
5,5,2808000,674,0,4166,Jumeirah Park
7,6,16080000,929,1,17308,Mohammed Bin Rashid City
1,0,234000,38,0,6157,Business Bay
3,2,1500000,128,0,11718,DIFC
2,1,744000,69,0,10782,DIFC
1,1,504000,80,1,6300,Business Bay
1,1,528000,90,1,5866,Downtown Dubai
1,1,492000,85,0,5788,Downtown Dubai
1,0,135600,46,0,2947,DAMAC Hills
4,3,564000,199,0,2834,Town Square
5,5,1080000,396,0,2727,Dubai South (Dubai World Central)
5,3,1037040,276,1,3757,Dubai Marina
2,1,276000,67,1,4119,Jumeirah Lake Towers
4,3,564000,196,0,2877,Town Square
3,2,734400,131,1,5606,Jumeirah Beach Residence
3,2,588000,128,1,4593,Al Jaddaf
5,5,3600000,574,0,6271,Arabian Ranches
5,4,816000,226,0,3610,Dubai South (Dubai World Central)
2,1,720000,102,0,7058,Downtown Dubai
5,4,948000,290,0,3268,Arabian Ranches 3
6,5,1008000,579,1,1740,Al Raha Gardens
5,4,1560000,180,0,8666,Al Barari
4,3,2519760,276,0,9129,Dubai Creek Harbour (The Lagoons)
2,2,552000,104,0,5307,Dubai Creek Harbour (The Lagoons)
